Ogs,name_strain,name_gene,direction,start,end
29868980,Yersinia pestis biovar Microtus str. 91001,YP_0137,forward,149421,150140
29868980,Yersinia pseudotuberculosis IP 31758,YpsIP31758_3980,reverse,4465260,4465979
29868980,Yersinia pseudotuberculosis IP 32953,YPTB3764,reverse,4467464,4468183
29868980,Yersinia pseudotuberculosis PB1/+,YPTS_3960,reverse,4398453,4399172
29868980,Yersinia pseudotuberculosis YPIII,YPK_0172,forward,223260,223979
29868981,Yersinia pestis A1122,A1122_04455,reverse,954340,955692
29868981,Yersinia pestis Angola,YpAngola_A3740,reverse,3964480,3965832
29868981,Yersinia pestis Antiqua,YPA_3332,reverse,3675415,3676767
29868981,Yersinia pestis CO92,YPO0137,forward,149411,150763
29868981,Yersinia pestis D106004,YPD4_0118,forward,148371,149723
29868981,Yersinia pestis D182038,YPD8_0124,forward,150406,151758
29868981,Yersinia pestis KIM,y3917,forward,4372492,4373844
29868981,Yersinia pestis Nepal516,YPN_3928,reverse,4467567,4468919
29868981,Yersinia pestis Pestoides F,YPDSF_0064,forward,77902,79254
29868981,Yersinia pestis Z176003,YPZ3_0117,forward,148379,149731
29868981,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_0073,forward,79053,80405
29868981,Yersinia pestis biovar Microtus str. 91001,YP_0138,forward,150137,151489
29868981,Yersinia pseudotuberculosis IP 31758,YpsIP31758_3979,reverse,4463911,4465263
29868981,Yersinia pseudotuberculosis IP 32953,YPTB3763,reverse,4466115,4467467
29868981,Yersinia pseudotuberculosis PB1/+,YPTS_3959,reverse,4397104,4398456
29868981,Yersinia pseudotuberculosis YPIII,YPK_0173,forward,223976,225328
29868982,Yersinia pestis A1122,A1122_06135,reverse,1335175,1336596
29868982,Yersinia pestis Angola,YpAngola_A4123,reverse,4408497,4410011
29868982,Yersinia pestis Antiqua,YPA_3766,forward,4221671,4223185
29868982,Yersinia pestis CO92,YPO3937,forward,4421260,4422681
29868982,Yersinia pestis D106004,YPD4_3465,forward,4408089,4409603
29868982,Yersinia pestis D182038,YPD8_3467,forward,4394222,4395736
29868982,Yersinia pestis KIM,y3891,reverse,4346370,4347884
29868982,Yersinia pestis Nepal516,YPN_3585,forward,4092891,4094405
29868982,Yersinia pestis Pestoides F,YPDSF_3302,forward,3763652,3765166
29868982,Yersinia pestis Z176003,YPZ3_2221,reverse,2877803,2879317
29868982,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4435,forward,4296920,4298518
29868982,Yersinia pestis biovar Microtus str. 91001,YP_3299,forward,3679692,3681206
29868982,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4000,forward,4488734,4490248
29868982,Yersinia pseudotuberculosis IP 32953,YPTB3782,forward,4490501,4492015
29868982,Yersinia pseudotuberculosis PB1/+,YPTS_3979,forward,4421490,4423004
29868982,Yersinia pseudotuberculosis YPIII,YPK_0152,reverse,199169,200683
29868983,Yersinia pestis A1122,A1122_06130,forward,1332565,1335012
29868983,Yersinia pestis Angola,YpAngola_A4122,forward,4405887,4408334
29868983,Yersinia pestis Antiqua,YPA_3767,reverse,4223348,4225795
29868983,Yersinia pestis CO92,YPO3938,reverse,4422844,4425291
29868983,Yersinia pestis D106004,YPD4_3466,reverse,4409766,4412213
29868983,Yersinia pestis D182038,YPD8_3468,reverse,4395899,4398346
29868983,Yersinia pestis KIM,y3890,forward,4343688,4346207
29868983,Yersinia pestis Nepal516,YPN_3586,reverse,4094568,4097015
29868983,Yersinia pestis Pestoides F,YPDSF_3303,reverse,3765329,3767776
29868983,Yersinia pestis Z176003,YPZ3_2220,forward,2875193,2877640
29868983,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4436,reverse,4298681,4301128
29868983,Yersinia pestis biovar Microtus str. 91001,YP_3300,reverse,3681369,3683888
29868983,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4002,reverse,4490410,4492857
29868983,Yersinia pseudotuberculosis IP 32953,YPTB3783,reverse,4492177,4494624
29868983,Yersinia pseudotuberculosis PB1/+,YPTS_3980,reverse,4423166,4425685
29868983,Yersinia pseudotuberculosis YPIII,YPK_0151,forward,196560,199007
29868984,Yersinia pestis A1122,A1122_06125,forward,1330966,1332396
29868984,Yersinia pestis Angola,YpAngola_A4121,forward,4404304,4405734
29868984,Yersinia pestis Antiqua,YPA_3768,reverse,4225948,4227378
29868984,Yersinia pestis CO92,YPO3939,reverse,4425460,4426890
29868984,Yersinia pestis D106004,YPD4_3467,reverse,4412366,4413796
29868984,Yersinia pestis D182038,YPD8_3469,reverse,4398515,4399945
29868984,Yersinia pestis KIM,y3889,forward,4342187,4343623
29868984,Yersinia pestis Nepal516,YPN_3587,reverse,4097184,4098614
29868984,Yersinia pestis Pestoides F,YPDSF_3304,reverse,3767945,3769375
29868984,Yersinia pestis Z176003,YPZ3_2219,forward,2873610,2875040
29868984,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4437,reverse,4301297,4302727
29868984,Yersinia pestis biovar Microtus str. 91001,YP_3301,reverse,3683985,3685421
29868984,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4003,reverse,4493027,4494457
29868984,Yersinia pseudotuberculosis IP 32953,YPTB3784,reverse,4494841,4496271
29868984,Yersinia pseudotuberculosis PB1/+,YPTS_3981,reverse,4425750,4427180
29868984,Yersinia pseudotuberculosis YPIII,YPK_0150,forward,194817,196247
29868986,Yersinia pestis A1122,A1122_06115,forward,1327470,1329458
29868986,Yersinia pestis Angola,YpAngola_A4119,forward,4400808,4402796
29868986,Yersinia pestis Antiqua,YPA_3770,reverse,4228886,4230874
29868986,Yersinia pestis CO92,YPO3941,reverse,4428398,4430386
29868986,Yersinia pestis D106004,YPD4_3469,reverse,4415304,4417292
29868986,Yersinia pestis D182038,YPD8_3471,reverse,4401453,4403441
29868986,Yersinia pestis KIM,y3887,forward,4338697,4340685
29868986,Yersinia pestis Nepal516,YPN_3589,reverse,4100122,4102110
29868986,Yersinia pestis Pestoides F,YPDSF_3306,reverse,3770883,3772871
29868986,Yersinia pestis Z176003,YPZ3_2217,forward,2870114,2872102
29868986,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4440,reverse,4304234,4306222
29868986,Yersinia pestis biovar Microtus str. 91001,YP_3303,reverse,3686923,3688911
29868986,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4005,reverse,4495964,4497952
29868986,Yersinia pseudotuberculosis IP 32953,YPTB3786,reverse,4497778,4499766
29868986,Yersinia pseudotuberculosis PB1/+,YPTS_3983,reverse,4428687,4430675
29868986,Yersinia pseudotuberculosis YPIII,YPK_0148,forward,191322,193310
29868987,Yersinia pestis A1122,A1122_06110,forward,1325285,1327468
29868987,Yersinia pestis Angola,YpAngola_A4118,forward,4398623,4400806
29868987,Yersinia pestis Antiqua,YPA_3771,reverse,4230876,4233059
29868987,Yersinia pestis CO92,YPO3942,reverse,4430388,4432571
29868987,Yersinia pestis D106004,YPD4_3470,reverse,4417294,4419477
29868987,Yersinia pestis D182038,YPD8_3472,reverse,4403443,4405170
29868987,Yersinia pestis KIM,y3886,forward,4336512,4338695
29868987,Yersinia pestis Nepal516,YPN_3590,reverse,4102112,4104295
29868987,Yersinia pestis Pestoides F,YPDSF_3307,reverse,3772873,3775056
29868987,Yersinia pestis Z176003,YPZ3_2216,forward,2868265,2870112
29868987,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4441,reverse,4306224,4308407
29868987,Yersinia pestis biovar Microtus str. 91001,YP_3304,reverse,3688913,3691096
29868987,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4006,reverse,4497954,4500137
29868987,Yersinia pseudotuberculosis IP 32953,YPTB3787,reverse,4499768,4501951
29868987,Yersinia pseudotuberculosis PB1/+,YPTS_3984,reverse,4430677,4432860
29868987,Yersinia pseudotuberculosis YPIII,YPK_0147,forward,189137,191320
29868988,Yersinia pestis A1122,A1122_06105,reverse,1323082,1324779
29868988,Yersinia pestis Angola,YpAngola_A4117,reverse,4396421,4398118
29868988,Yersinia pestis Antiqua,YPA_3772,forward,4233565,4235262
29868988,Yersinia pestis CO92,YPO3943,forward,4433077,4434774
29868988,Yersinia pestis D106004,YPD4_3471,forward,4419983,4421680
29868988,Yersinia pestis D182038,YPD8_3474,forward,4406133,4407830
29868988,Yersinia pestis KIM,y3885,reverse,4334309,4336006
29868988,Yersinia pestis Nepal516,YPN_3591,forward,4104801,4106498
29868988,Yersinia pestis Pestoides F,YPDSF_3308,forward,3775562,3777259
29868988,Yersinia pestis Z176003,YPZ3_2215,reverse,2865725,2867422
29868988,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4442,forward,4308913,4310610
29868988,Yersinia pestis biovar Microtus str. 91001,YP_3305,forward,3691602,3693299
29868988,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4007,forward,4500644,4502341
29868988,Yersinia pseudotuberculosis IP 32953,YPTB3788,forward,4502457,4504154
29868988,Yersinia pseudotuberculosis PB1/+,YPTS_3985,forward,4433366,4435063
29868988,Yersinia pseudotuberculosis YPIII,YPK_0146,reverse,186934,188631
29868992,Yersinia pestis A1122,A1122_06080,forward,1309635,1310738
29868992,Yersinia pestis Angola,YpAngola_A4112,forward,4382974,4384077
29868992,Yersinia pestis Antiqua,YPA_3777,reverse,4247598,4248701
29868992,Yersinia pestis CO92,YPO3949,reverse,4447118,4448221
29868992,Yersinia pestis D106004,YPD4_3473,reverse,4434024,4435127
29868992,Yersinia pestis D182038,YPD8_3476,reverse,4420174,4421277
29868992,Yersinia pestis KIM,y3880,forward,4320862,4321965
29868992,Yersinia pestis Nepal516,YPN_3597,reverse,4122613,4123716
29868992,Yersinia pestis Pestoides F,YPDSF_3313,reverse,3794532,3795635
29868992,Yersinia pestis Z176003,YPZ3_2213,forward,2852278,2853381
29868992,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4450,reverse,4326726,4327829
29868992,Yersinia pestis biovar Microtus str. 91001,YP_3311,reverse,3705928,3707031
29868992,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4013,reverse,4521208,4522311
29868992,Yersinia pseudotuberculosis IP 32953,YPTB3790,reverse,4522526,4523629
29868992,Yersinia pseudotuberculosis PB1/+,YPTS_3990,reverse,4450988,4452091
29868992,Yersinia pseudotuberculosis YPIII,YPK_0141,forward,166518,167621
29868993,Yersinia pestis A1122,A1122_06075,reverse,1308684,1309277
29868993,Yersinia pestis Angola,YpAngola_A4111,reverse,4382023,4382616
29868993,Yersinia pestis Antiqua,YPA_3778,forward,4249059,4249652
29868993,Yersinia pestis CO92,YPO3950,forward,4448588,4449172
29868993,Yersinia pestis D106004,YPD4_3474,forward,4435485,4436078
29868993,Yersinia pestis D182038,YPD8_3477,forward,4421635,4422228
29868993,Yersinia pestis KIM,y3879,reverse,4319911,4320495
29868993,Yersinia pestis Nepal516,YPN_3598,forward,4124074,4124667
29868993,Yersinia pestis Pestoides F,YPDSF_3314,forward,3795993,3796586
29868993,Yersinia pestis Z176003,YPZ3_2212,reverse,2851327,2851920
29868993,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4451,forward,4328187,4328780
29868993,Yersinia pestis biovar Microtus str. 91001,YP_3312,forward,3707398,3707982
29868993,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4015,forward,4522679,4523263
29868993,Yersinia pseudotuberculosis IP 32953,YPTB3791,forward,4523987,4524580
29868993,Yersinia pseudotuberculosis PB1/+,YPTS_3991,forward,4452450,4453043
29868993,Yersinia pseudotuberculosis YPIII,YPK_0140,reverse,165566,166159
29868994,Yersinia pestis A1122,A1122_06055,forward,1306751,1307254
29868994,Yersinia pestis Angola,YpAngola_A4107,forward,4380090,4380593
29868994,Yersinia pestis Antiqua,YPA_3782,reverse,4251082,4251585
29868994,Yersinia pestis CO92,YPO3953,reverse,4450602,4451105
29868994,Yersinia pestis D106004,YPD4_3476,reverse,4437507,4438010
29868994,Yersinia pestis D182038,YPD8_3479,reverse,4423658,4424161
29868994,Yersinia pestis KIM,y3876,forward,4317978,4318481
29868994,Yersinia pestis Nepal516,YPN_3602,reverse,4126097,4126600
29868994,Yersinia pestis Pestoides F,YPDSF_3318,reverse,3798016,3798519
29868994,Yersinia pestis Z176003,YPZ3_2210,forward,2849394,2849897
29868994,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4455,reverse,4330211,4330714
29868994,Yersinia pestis biovar Microtus str. 91001,YP_3315,reverse,3709412,3709915
29868994,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4020,reverse,4526418,4526921
29868994,Yersinia pseudotuberculosis IP 32953,YPTB3796,reverse,4527730,4528233
29868994,Yersinia pseudotuberculosis PB1/+,YPTS_3995,reverse,4455543,4456046
29868994,Yersinia pseudotuberculosis YPIII,YPK_0136,forward,163688,164191
29868995,Yersinia pestis A1122,A1122_06050,reverse,1305218,1306534
29868995,Yersinia pestis Angola,YpAngola_A4105,reverse,4378557,4379873
29868995,Yersinia pestis Antiqua,YPA_3783,forward,4251802,4253118
29868995,Yersinia pestis CO92,YPO3954,forward,4451322,4452638
29868995,Yersinia pestis D106004,YPD4_3477,forward,4438227,4439543
29868995,Yersinia pestis D182038,YPD8_3480,forward,4424565,4425695
29868995,Yersinia pestis KIM,y3875,reverse,4316445,4317761
29868995,Yersinia pestis Nepal516,YPN_3603,forward,4126817,4128133
29868995,Yersinia pestis Pestoides F,YPDSF_3319,forward,3798736,3800052
29868995,Yersinia pestis Z176003,YPZ3_2209,reverse,2847861,2849177
29868995,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4457,forward,4330931,4332247
29868995,Yersinia pestis biovar Microtus str. 91001,YP_3316,forward,3710165,3711448
29868995,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4021,forward,4527138,4528454
29868995,Yersinia pseudotuberculosis IP 32953,YPTB3797,forward,4528450,4529766
29868995,Yersinia pseudotuberculosis PB1/+,YPTS_3996,forward,4456263,4457579
29868995,Yersinia pseudotuberculosis YPIII,YPK_0135,reverse,162155,163471
29868996,Yersinia pestis A1122,A1122_06045,forward,1304131,1305126
29868996,Yersinia pestis Angola,YpAngola_A4104,forward,4377470,4378465
29868996,Yersinia pestis Antiqua,YPA_3784,reverse,4253210,4254205
29868996,Yersinia pestis CO92,YPO3955,reverse,4452730,4453725
29868996,Yersinia pestis D106004,YPD4_3478,reverse,4439635,4440630
29868996,Yersinia pestis D182038,YPD8_3481,reverse,4425787,4426782
29868996,Yersinia pestis KIM,y3873,forward,4315358,4316353
29868996,Yersinia pestis Nepal516,YPN_3604,reverse,4128225,4129220
29868996,Yersinia pestis Pestoides F,YPDSF_3320,reverse,3800144,3801139
29868996,Yersinia pestis Z176003,YPZ3_2208,forward,2846774,2847769
29868996,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4459,reverse,4332339,4333334
29868996,Yersinia pestis biovar Microtus str. 91001,YP_3317,reverse,3711540,3712535
29868996,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4022,reverse,4528516,4529511
29868996,Yersinia pseudotuberculosis IP 32953,YPTB3798,reverse,4529858,4530853
29868996,Yersinia pseudotuberculosis PB1/+,YPTS_3997,reverse,4457671,4458609
29868996,Yersinia pseudotuberculosis YPIII,YPK_0134,forward,161125,162063
29868997,Yersinia pestis A1122,A1122_06040,forward,1303307,1304002
29868997,Yersinia pestis Angola,YpAngola_A4103,forward,4376646,4377341
29868997,Yersinia pestis Antiqua,YPA_3785,reverse,4254334,4255029
29868997,Yersinia pestis CO92,YPO3956,reverse,4453854,4454549
29868997,Yersinia pestis D106004,YPD4_3479,reverse,4440759,4441454
29868997,Yersinia pestis D182038,YPD8_3482,reverse,4426911,4427606
29868997,Yersinia pestis KIM,y3872,forward,4314534,4315229
29868997,Yersinia pestis Nepal516,YPN_3605,reverse,4129349,4130044
29868997,Yersinia pestis Pestoides F,YPDSF_3321,reverse,3801268,3801963
29868997,Yersinia pestis Z176003,YPZ3_2207,forward,2845950,2846645
29868997,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4460,reverse,4333463,4334158
29868997,Yersinia pestis biovar Microtus str. 91001,YP_3318,reverse,3712664,3713359
29868997,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4023,reverse,4529640,4530335
29868997,Yersinia pseudotuberculosis IP 32953,YPTB3799,reverse,4530961,4531656
29868997,Yersinia pseudotuberculosis PB1/+,YPTS_3998,reverse,4458795,4459490
29868997,Yersinia pseudotuberculosis YPIII,YPK_0133,forward,160244,160939
29869001,Yersinia pestis A1122,A1122_13225,reverse,2862173,2864098
29869001,Yersinia pestis Angola,YpAngola_A1876,reverse,1942608,1944554
29869001,Yersinia pestis Antiqua,YPA_2523,reverse,2810479,2812425
29869001,Yersinia pestis CO92,YPO2578,forward,2898317,2900263
29869001,Yersinia pestis D106004,YPD4_2438,reverse,3109739,3111685
29869001,Yersinia pestis D182038,YPD8_2254,forward,2879567,2881513
29869001,Yersinia pestis KIM,y1147,forward,1294522,1296432
29869001,Yersinia pestis Nepal516,YPN_1062,forward,1224369,1226315
29869001,Yersinia pestis Pestoides F,YPDSF_2676,reverse,3028252,3028785
29869001,Yersinia pestis Z176003,YPZ3_2277,forward,2954898,2956844
29869001,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3299,reverse,3172909,3174855
29869001,Yersinia pestis biovar Microtus str. 91001,YP_1136,reverse,1218685,1220685
29869001,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2976,reverse,3346965,3348911
29869001,Yersinia pseudotuberculosis IP 32953,YPTB1072,forward,1287216,1289162
29869001,Yersinia pseudotuberculosis PB1/+,YPTS_1127,forward,1269700,1271646
29869001,Yersinia pseudotuberculosis YPIII,YPK_3048,reverse,3349318,3351264
29869003,Yersinia pestis A1122,A1122_13235,forward,2865965,2866819
29869003,Yersinia pestis Angola,YpAngola_A1878,forward,1946421,1947275
29869003,Yersinia pestis Antiqua,YPA_2525,forward,2814271,2815125
29869003,Yersinia pestis CO92,YPO2576,reverse,2895617,2896471
29869003,Yersinia pestis D106004,YPD4_2440,forward,3113531,3114385
29869003,Yersinia pestis D182038,YPD8_2252,reverse,2876867,2877721
29869003,Yersinia pestis KIM,y1145,reverse,1291754,1292608
29869003,Yersinia pestis Nepal516,YPN_1060,reverse,1221637,1222491
29869003,Yersinia pestis Pestoides F,YPDSF_2678,forward,3032086,3032940
29869003,Yersinia pestis Z176003,YPZ3_2275,reverse,2952198,2953052
29869003,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3301,forward,3176749,3177603
29869003,Yersinia pestis biovar Microtus str. 91001,YP_1138,forward,1222498,1223352
29869003,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2978,forward,3350778,3351632
29869003,Yersinia pseudotuberculosis IP 32953,YPTB1070,reverse,1284480,1285334
29869003,Yersinia pseudotuberculosis PB1/+,YPTS_1125,reverse,1266964,1267818
29869003,Yersinia pseudotuberculosis YPIII,YPK_3051,forward,3353162,3354016
29869004,Yersinia pestis A1122,A1122_13180,reverse,2852146,2852961
29869004,Yersinia pestis Angola,YpAngola_A1868,reverse,1932599,1933414
29869004,Yersinia pestis Antiqua,YPA_2513,reverse,2800589,2801404
29869004,Yersinia pestis CO92,YPO2587,forward,2909475,2910290
29869004,Yersinia pestis D106004,YPD4_2429,reverse,3099712,3100527
29869004,Yersinia pestis D182038,YPD8_2264,forward,2890727,2891542
29869004,Yersinia pestis KIM,y1155,forward,1305626,1306441
29869004,Yersinia pestis Nepal516,YPN_1071,forward,1235527,1236342
29869004,Yersinia pestis Pestoides F,YPDSF_2667,reverse,3018226,3019041
29869004,Yersinia pestis Z176003,YPZ3_2286,forward,2966056,2966871
29869004,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3290,reverse,3162881,3163696
29869004,Yersinia pestis biovar Microtus str. 91001,YP_1128,reverse,1208658,1209473
29869004,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2967,reverse,3337010,3337825
29869004,Yersinia pseudotuberculosis IP 32953,YPTB1080,forward,1298446,1299261
29869004,Yersinia pseudotuberculosis PB1/+,YPTS_1136,forward,1280948,1281763
29869004,Yersinia pseudotuberculosis YPIII,YPK_3039,reverse,3339237,3340052
29869005,Yersinia pestis A1122,A1122_13230,reverse,2864133,2865659
29869005,Yersinia pestis Angola,YpAngola_A1877,reverse,1944568,1946094
29869005,Yersinia pestis Antiqua,YPA_2524,reverse,2812439,2813965
29869005,Yersinia pestis CO92,YPO2577,forward,2896777,2898303
29869005,Yersinia pestis D106004,YPD4_2439,reverse,3111699,3113225
29869005,Yersinia pestis D182038,YPD8_2253,forward,2878027,2879553
29869005,Yersinia pestis KIM,y1146,forward,1292946,1294472
29869005,Yersinia pestis Nepal516,YPN_1061,forward,1222829,1224355
29869005,Yersinia pestis Pestoides F,YPDSF_2677,reverse,3028827,3031727
29869005,Yersinia pestis Z176003,YPZ3_2276,forward,2953358,2954884
29869005,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3300,reverse,3174869,3176395
29869005,Yersinia pestis biovar Microtus str. 91001,YP_1137,reverse,1220645,1222171
29869005,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2977,reverse,3348925,3350451
29869005,Yersinia pseudotuberculosis IP 32953,YPTB1071,forward,1285676,1287202
29869005,Yersinia pseudotuberculosis PB1/+,YPTS_1126,forward,1268160,1269686
29869005,Yersinia pseudotuberculosis YPIII,YPK_3049,reverse,3351278,3352804
29869021,Yersinia pestis A1122,A1122_05990,forward,1291401,1292597
29869021,Yersinia pestis Angola,YpAngola_A4094,forward,4364564,4365946
29869021,Yersinia pestis Antiqua,YPA_3794,reverse,4265739,4267121
29869021,Yersinia pestis CO92,YPO3966,reverse,4465259,4466455
29869021,Yersinia pestis D106004,YPD4_3488,reverse,4452164,4453492
29869021,Yersinia pestis D182038,YPD8_3491,reverse,4438316,4439698
29869021,Yersinia pestis KIM,y3863,forward,4302442,4303824
29869021,Yersinia pestis Nepal516,YPN_3615,reverse,4140754,4142136
29869021,Yersinia pestis Pestoides F,YPDSF_3331,reverse,3812655,3814037
29869021,Yersinia pestis Z176003,YPZ3_2198,forward,2833858,2835240
29869021,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4471,reverse,4344868,4346064
29869021,Yersinia pestis biovar Microtus str. 91001,YP_3329,reverse,3724051,3725433
29869021,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4032,reverse,4540936,4542132
29869021,Yersinia pseudotuberculosis IP 32953,YPTB3809,reverse,4542237,4543433
29869021,Yersinia pseudotuberculosis PB1/+,YPTS_4023,reverse,4488464,4489852
29869021,Yersinia pseudotuberculosis YPIII,YPK_0123,forward,148262,149644
29869022,Yersinia pestis A1122,A1122_05985,reverse,1289594,1291090
29869022,Yersinia pestis Angola,YpAngola_A4093,reverse,4362943,4364439
29869022,Yersinia pestis Antiqua,YPA_3795,forward,4267147,4268742
29869022,Yersinia pestis CO92,YPO3967,forward,4466766,4468262
29869022,Yersinia pestis D106004,YPD4_3489,forward,4453672,4455168
29869022,Yersinia pestis D182038,YPD8_3492,forward,4439823,4441319
29869022,Yersinia pestis KIM,y3862,reverse,4300821,4302416
29869022,Yersinia pestis Nepal516,YPN_3616,forward,4142162,4143757
29869022,Yersinia pestis Pestoides F,YPDSF_3332,forward,3814063,3815658
29869022,Yersinia pestis Z176003,YPZ3_2197,reverse,2832237,2833733
29869022,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4472,forward,4346375,4347871
29869022,Yersinia pestis biovar Microtus str. 91001,YP_3330,forward,3725459,3727054
29869022,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4033,forward,4542443,4543939
29869022,Yersinia pseudotuberculosis IP 32953,YPTB3810,forward,4543744,4545240
29869022,Yersinia pseudotuberculosis PB1/+,YPTS_4024,forward,4489878,4491473
29869022,Yersinia pseudotuberculosis YPIII,YPK_0122,reverse,146641,148236
29869024,Yersinia pestis A1122,A1122_05965,reverse,1287248,1287694
29869024,Yersinia pestis Angola,YpAngola_A4090,reverse,4359274,4359720
29869024,Yersinia pestis Antiqua,YPA_3798,forward,4270642,4271088
29869024,Yersinia pestis CO92,YPO3970,forward,4470162,4470608
29869024,Yersinia pestis D106004,YPD4_3492,forward,4457068,4457514
29869024,Yersinia pestis D182038,YPD8_3495,forward,4443219,4443665
29869024,Yersinia pestis KIM,y3859,reverse,4298475,4298921
29869024,Yersinia pestis Nepal516,YPN_3619,forward,4145657,4146103
29869024,Yersinia pestis Pestoides F,YPDSF_3335,forward,3817558,3818004
29869024,Yersinia pestis Z176003,YPZ3_2194,reverse,2829891,2830337
29869024,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4476,forward,4349771,4350217
29869024,Yersinia pestis biovar Microtus str. 91001,YP_3333,forward,3728954,3729400
29869024,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4035,forward,4545129,4545575
29869024,Yersinia pseudotuberculosis IP 32953,YPTB3812,forward,4546447,4546893
29869024,Yersinia pseudotuberculosis PB1/+,YPTS_4026,forward,4492680,4493126
29869024,Yersinia pseudotuberculosis YPIII,YPK_0120,reverse,145022,145468
29869025,Yersinia pestis A1122,A1122_05960,reverse,1285658,1287001
29869025,Yersinia pestis Angola,YpAngola_A4089,reverse,4357684,4359027
29869025,Yersinia pestis Antiqua,YPA_3799,forward,4271335,4272678
29869025,Yersinia pestis CO92,YPO3971,forward,4470855,4472198
29869025,Yersinia pestis D106004,YPD4_3493,forward,4457761,4459104
29869025,Yersinia pestis D182038,YPD8_3496,forward,4443912,4445255
29869025,Yersinia pestis KIM,y3858,reverse,4296885,4298231
29869025,Yersinia pestis Nepal516,YPN_3620,forward,4146350,4147693
29869025,Yersinia pestis Pestoides F,YPDSF_3336,forward,3818251,3819594
29869025,Yersinia pestis Z176003,YPZ3_2193,reverse,2828301,2829644
29869025,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4477,forward,4350464,4351807
29869025,Yersinia pestis biovar Microtus str. 91001,YP_3334,forward,3729644,3730990
29869025,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4036,forward,4545822,4547165
29869025,Yersinia pseudotuberculosis IP 32953,YPTB3813,forward,4547140,4548483
29869025,Yersinia pseudotuberculosis PB1/+,YPTS_4027,forward,4493373,4494716
29869025,Yersinia pseudotuberculosis YPIII,YPK_0119,reverse,143432,144775
29869027,Yersinia pestis A1122,A1122_05945,forward,1281195,1283237
29869027,Yersinia pestis Angola,YpAngola_A4086,forward,4353221,4355263
29869027,Yersinia pestis Antiqua,YPA_3802,reverse,4275099,4277141
29869027,Yersinia pestis CO92,YPO3975,reverse,4474619,4476661
29869027,Yersinia pestis D106004,YPD4_3496,reverse,4461525,4463567
29869027,Yersinia pestis D182038,YPD8_3499,reverse,4447676,4449718
29869027,Yersinia pestis KIM,y3855,forward,4292422,4294464
29869027,Yersinia pestis Nepal516,YPN_3623,reverse,4150114,4152156
29869027,Yersinia pestis Pestoides F,YPDSF_3339,reverse,3822015,3824057
29869027,Yersinia pestis Z176003,YPZ3_2190,forward,2823838,2825880
29869027,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_4480,reverse,4354228,4356270
29869027,Yersinia pestis biovar Microtus str. 91001,YP_3337,reverse,3733411,3735453
29869027,Yersinia pseudotuberculosis IP 31758,YpsIP31758_4047,reverse,4555074,4557122
29869027,Yersinia pseudotuberculosis IP 32953,YPTB3816,reverse,4550903,4552945
29869027,Yersinia pseudotuberculosis PB1/+,YPTS_4030,reverse,4497136,4499178
29869027,Yersinia pseudotuberculosis YPIII,YPK_0116,forward,138969,141011
29869028,Yersinia pestis A1122,A1122_05940,reverse,1280024,1280866
29869028,Yersinia pestis Angola,YpAngola_A4085,reverse,4352050,4352892
29869028,Yersinia pestis Antiqua,YPA_3804,forward,4277470,4278312
